symbol,company_name,sector
FTS,Fortis Inc. Common Shares,Utilities
FTV,Fortive Corporation Common Stock ,Technology
FTWO,Strive Natural Resources and Security ETF,Unknown
FUBO,fuboTV Inc. Common Stock,Communication Services
FUL,H. B. Fuller Company Common Stock,Basic Materials
FUN,Six Flags Entertainment Corporation Common Stock New,Consumer Cyclical
FVR,"FrontView REIT, Inc. Common Stock",Real Estate
FVRR,"Fiverr International Ltd. Ordinary Shares, no par value",Communication Services
FXED,Sound Enhanced Fixed Income ETF,Unknown
G,Genpact Limited Common Stock,Technology
GAB,"Gabelli Equity Trust, Inc. (The) Common Stock",Financial Services
GAM,"General American Investors, Inc. Common Stock",Financial Services
GAP,"Gap, Inc. (The) Common Stock",Consumer Cyclical
GATX,GATX Corporation Common Stock,Industrials
GB,Global Blue Group Holding AG Ordinary Shares,Technology
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,Financial Services
GBCI,"Glacier Bancorp, Inc. Common Stock",Financial Services
GBLI,"Global Indemnity Group, LLC Class A Common Stock (DE)",Financial Services
GBTG,"Global Business Travel Group, Inc. Class A Common Stock",Consumer Cyclical
GBX,"Greenbrier Companies, Inc. (The) Common Stock",Industrials
GCI,"Gannett Co., Inc. Common Stock",Communication Services
GCO,Genesco Inc. Common Stock,Consumer Cyclical
GCTS,"GCT Semiconductor Holding, Inc. Common Stock",Technology
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock",Financial Services
GD,General Dynamics Corporation Common Stock,Industrials
GDDY,GoDaddy Inc. Class A Common Stock,Technology
GDIV,Harbor ETF Trust Harbor Dividend Growth Leaders ETF,Unknown
GDL,"GDL Fund, The Common Shares of Beneficial Interest",Financial Services
GDO,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,Financial Services
GDOT,"Green Dot Corporation Class A Common Stock, $0.001 par value",Financial Services
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,Financial Services
GE,GE Aerospace Common Stock,Industrials
GEF,Greif Inc. Class A Common Stock,Consumer Cyclical
GEL,"Genesis Energy, L.P. Common Units",Energy
GENI,Genius Sports Limited Ordinary Shares,Communication Services
GEO,Geo Group Inc (The) REIT,Industrials
GES,"Guess?, Inc. Common Stock",Consumer Cyclical
GETY,"Getty Images Holdings, Inc. Class A Common Stock",Communication Services
GEV,GE Vernova Inc. Common Stock,Industrials
GF,"New Germany Fund, Inc. (The) Common Stock",Financial Services
GFF,Griffon Corporation Common Stock,Industrials
GFI,Gold Fields Limited American Depositary Shares,Basic Materials
GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",Industrials
GFR,Greenfire Resources Ltd. Common Shares,Energy
GGB,Gerdau S.A. Common Stock,Basic Materials
GGG,Graco Inc. Common Stock,Industrials
GGT,Gabelli Multi,Financial Services
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,Financial Services
GHC,Graham Holdings Company Common Stock,Consumer Defensive
GHG,"GreenTree Hospitality Group Ltd. American depositary shares, each representing one Class A ordinary share",Consumer Cyclical
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,Financial Services
GHLD,Guild Holdings Company Class A Common Stock,Financial Services
GHM,Graham Corporation Common Stock,Industrials
GHY,"PGIM Global High Yield Fund, Inc.",Financial Services
GIB,CGI Inc. Common Stock,Technology
GIC,Global Industrial Company Common Stock,Industrials
GIL,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",Consumer Cyclical
GIS,"General Mills, Inc. Common Stock",Consumer Defensive
GJH,Synthetic Fixed,Unknown
GJO,Synthetic Fixed,Unknown
GJP,Synthetic Fixed,Unknown
GJR,Synthetic Fixed,Unknown
GJS,"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006",Unknown
GJT,Synthetic Fixed,Unknown
GKOS,Glaukos Corporation Common Stock,Healthcare
GL,Globe Life Inc. Common Stock,Financial Services
GLOB,Globant S.A. Common Shares,Technology
GLP,Global Partners LP Common Units representing Limited Partner Interests,Energy
GLW,Corning Incorporated Common Stock,Technology
GM,General Motors Company Common Stock,Consumer Cyclical
GME,GameStop Corporation Common Stock,Consumer Cyclical
GMED,"Globus Medical, Inc. Class A Common Stock",Healthcare
GMRE,Global Medical REIT Inc. Common Stock,Real Estate
GMS,GMS Inc. Common Stock,Industrials
GNE,Genie Energy Ltd. Class B Common Stock Stock,Utilities
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),Industrials
GNL,"Global Net Lease, Inc. Common Stock",Real Estate
GNRC,Generac Holdlings Inc. Common Stock,Industrials
GNT,"GAMCO Natural Resources, Gold & Income Trust",Financial Services
GNTY,"Guaranty Bancshares, Inc. Common Stock",Financial Services
GNW,Genworth Financial Inc Common Stock,Financial Services
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,Financial Services
GOLF,Acushnet Holdings Corp. Common Stock,Consumer Cyclical
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,Consumer Cyclical
GOTU,Gaotu Techedu Inc. American Depositary Shares,Consumer Defensive
GPC,Genuine Parts Company Common Stock,Consumer Cyclical
GPI,"Group 1 Automotive, Inc. Common Stock",Consumer Cyclical
GPJA,"Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1, 2077",Unknown
GPK,Graphic Packaging Holding Company,Consumer Cyclical
GPMT,Granite Point Mortgage Trust Inc. Common Stock,Real Estate
GPN,Global Payments Inc. Common Stock,Industrials
GPOR,Gulfport Energy Corporation Common Shares,Energy
GPRK,Geopark Ltd Common Shares,Energy
GRBK,"Green Brick Partners, Inc. Common Stock",Consumer Cyclical
GRC,Gorman,Industrials
GRDN,"Guardian Pharmacy Services, Inc. Class A Common Stock",Healthcare
GRMN,Garmin Ltd. Common Stock (Switzerland),Technology
GRND,Grindr Inc. Common Stock,Technology
GRNT,"Granite Ridge Resources, Inc. Common Stock",Energy
GROV,"Grove Collaborative Holdings, Inc. Class A Common Stock",Consumer Defensive
GRW,TCW Compounders ETF,Unknown
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,Financial Services
GS,"Goldman Sachs Group, Inc. (The) Common Stock",Financial Services
GSBD,"Goldman Sachs BDC, Inc. Common Stock",Financial Services
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),Healthcare
GSL,Global Ship Lease Inc New Class A Common Shares,Industrials
GTES,Gates Industrial Corporation plc Ordinary Shares,Industrials
GTLS,"Chart Industries, Inc. Common Stock",Industrials
GTN,"Gray Media, Inc. Common Stock",Communication Services
GTY,Getty Realty Corporation Common Stock,Real Estate
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,Financial Services
GUT,Gabelli Utility Trust (The) Common Stock,Financial Services
GVA,Granite Construction Incorporated Common Stock,Industrials
GWH,"ESS Tech, Inc. Common Stock",Industrials
GWRE,"Guidewire Software, Inc. Common Stock",Technology
GWW,"W.W. Grainger, Inc. Common Stock",Industrials
GXO,"GXO Logistics, Inc. Common Stock ",Industrials
GYLD,Arrow Dow Jones Global Yield ETF ETF,Unknown
H,Hyatt Hotels Corporation Class A Common Stock,Consumer Cyclical
HAE,Haemonetics Corporation Common Stock,Healthcare
HAFN,Hafnia Limited Common Shares,Industrials
HAL,Halliburton Company Common Stock,Energy
HASI,"HA Sustainable Infrastructure Capital, Inc. Common Stock",Financial Services
HAYW,"Hayward Holdings, Inc. Common Stock",Industrials
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,Consumer Cyclical
HBI,Hanesbrands Inc. Common Stock,Consumer Cyclical
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),Basic Materials
HCA,"HCA Healthcare, Inc. Common Stock",Healthcare
HCC,"Warrior Met Coal, Inc. Common Stock",Basic Materials
HCI,"HCI Group, Inc. Common Stock",Financial Services
HCXY,"Hercules Capital, Inc. 6.25% Notes due 2033",Unknown
HD,"Home Depot, Inc. (The) Common Stock",Consumer Cyclical
HDB,HDFC Bank Limited Common Stock,Financial Services
HE,"Hawaiian Electric Industries, Inc. Common Stock",Utilities
HEI,Heico Corporation Common Stock,Industrials
HEQ,John Hancock Diversified Income Fund Common Shares of Beneficial Interest,Financial Services
HES,Hess Corporation Common Stock,Energy
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,Energy
HF,DGA Core Plus Absolute Return ETF,Unknown
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,Financial Services
HG,"Hamilton Insurance Group, Ltd. Class B Common Shares",Financial Services
HGER,Harbor Commodity All,Unknown
HGLB,Highland Global Allocation Fund Common Stock,Financial Services
HGTY,"Hagerty, Inc. Class A Common Stock",Financial Services
HGV,Hilton Grand Vacations Inc. Common Stock ,Consumer Cyclical
HHH,Howard Hughes Holdings Inc. Common Stock,Real Estate
HI,Hillenbrand Inc Common Stock,Industrials
HIG,"The Hartford Insurance Group, Inc. Common Stock",Financial Services
HII,"Huntington Ingalls Industries, Inc. Common Stock",Industrials
HIMS,"Hims & Hers Health, Inc. Class A Common Stock",Consumer Defensive
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock",Financial Services
HIPO,Hippo Holdings Inc. Common Stock,Financial Services
HIW,"Highwoods Properties, Inc. Common Stock",Real Estate
HIX,Western Asset High Income Fund II Inc. Common Stock,Financial Services
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),Technology
HL,Hecla Mining Company Common Stock,Basic Materials
HLF,Herbalife Ltd. Common Shares,Consumer Defensive
HLI,"Houlihan Lokey, Inc. Class A Common Stock",Financial Services
HLIO,"Helios Technologies, Inc. Common Stock",Industrials
HLLY,Holley Inc. Common Stock,Consumer Cyclical
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),Healthcare
HLT,Hilton Worldwide Holdings Inc. Common Stock ,Consumer Cyclical
HLX,"Helix Energy Solutions Group, Inc. Common Stock",Energy
HMC,"Honda Motor Company, Ltd. Common Stock",Consumer Cyclical
HMN,Horace Mann Educators Corporation Common Stock,Financial Services
HMY,Harmony Gold Mining Company Limited,Basic Materials
HNGE,"Hinge Health, Inc. Class A Common Stock",Healthcare
HNI,HNI Corporation Common Stock,Consumer Cyclical
HOG,Harley,Consumer Cyclical
HOMB,"Home BancShares, Inc. Common Stock",Financial Services
HOUS,"Anywhere Real Estate Inc. Common Stock,",Real Estate
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock",Consumer Cyclical
HP,"Helmerich & Payne, Inc. Common Stock",Energy
HPE,Hewlett Packard Enterprise Company Common Stock,Technology
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,Financial Services
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,Financial Services
HPP,"Hudson Pacific Properties, Inc. Common Stock",Real Estate
HPQ,HP Inc. Common Stock,Technology
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,Financial Services
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,Financial Services
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,Financial Services
HR,Healthcare Realty Trust Incorporated Common Stock,Real Estate
HRB,"H&R Block, Inc. Common Stock",Consumer Cyclical
HRI,Herc Holdings Inc. Common Stock ,Industrials
HRL,Hormel Foods Corporation Common Stock,Consumer Defensive
HRTG,"Heritage Insurance Holdings, Inc. Common Stock",Financial Services
HSBC,"HSBC Holdings, plc. Common Stock",Financial Services
HSHP,Himalaya Shipping Ltd. Common Shares,Industrials
HSY,The Hershey Company Common Stock,Consumer Defensive
HTB,"HomeTrust Bancshares, Inc. Common Stock",Financial Services
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Financial Services
HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026,Unknown
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,Unknown
HTGC,"Hercules Capital, Inc. Common Stock",Financial Services
HTH,Hilltop Holdings Inc.,Financial Services
HUBB,Hubbell Inc Common Stock,Industrials
HUBS,"HubSpot, Inc. Common Stock",Technology
HUM,Humana Inc. Common Stock,Healthcare
HUN,Huntsman Corporation Common Stock,Basic Materials
HUYA,"HUYA Inc. American depositary shares, each  representing one Class A ordinary share",Communication Services
HVT,"Haverty Furniture Companies, Inc. Common Stock",Consumer Cyclical
HWM,Howmet Aerospace Inc. Common Stock,Industrials
HXL,Hexcel Corporation Common Stock,Industrials
HY,Hyster,Industrials
HYAC,Haymaker Acquisition Corp. 4 Class A Ordinary Shares,Financial Services
HYBX,TCW High Yield Bond ETF,Unknown
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,Financial Services
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock",Financial Services
HYTR,Counterpoint High Yield Trend ETF,Unknown
HZO,"MarineMax, Inc.  (FL) Common Stock",Consumer Cyclical
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,Financial Services
IAG,Iamgold Corporation Ordinary Shares,Basic Materials
IBM,International Business Machines Corporation Common Stock,Technology
IBN,ICICI Bank Limited Common Stock,Financial Services
IBP,"Installed Building Products, Inc. Common Stock",Consumer Cyclical
IBTA,"Ibotta, Inc. Class A Common Stock",Technology
ICE,Intercontinental Exchange Inc. Common Stock,Financial Services
ICL,ICL Group Ltd. Ordinary Shares,Basic Materials
IDA,"IDACORP, Inc. Common Stock",Utilities
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",Financial Services
IDT,IDT Corporation Class B Common Stock,Communication Services
IEX,IDEX Corporation Common Stock,Industrials
IFF,"International Flavors & Fragrances, Inc. Common Stock",Basic Materials
IFN,"India Fund, Inc. (The) Common Stock",Financial Services
IFS,Intercorp Financial Services Inc. Common Shares,Financial Services
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,Financial Services
IGCB,TCW Corporate Bond ETF,Unknown
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,Financial Services
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,Financial Services
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,Financial Services
IGT,International Game Technology Ordinary Shares,Consumer Cyclical
IH,"iHuman Inc. American depositary shares, each representing five Class A ordinary shares",Consumer Defensive
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,Financial Services
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),Consumer Cyclical
IHS,IHS Holding Limited Ordinary Shares,Communication Services
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock",Financial Services
IIIN,"Insteel Industries, Inc. Common Stock",Industrials
IIM,Invesco Value Municipal Income Trust Common Stock,Financial Services
IIPR,"Innovative Industrial Properties, Inc. Common Stock",Real Estate
IMAX,Imax Corporation Common Stock,Communication Services
INFA,Informatica Inc. Class A Common Stock,Technology
INFY,Infosys Limited American Depositary Shares,Technology
ING,"ING Group, N.V. Common Stock",Financial Services
INGM,Ingram Micro Holding Corporation Common Stock,Technology
INGR,Ingredion Incorporated Common Stock,Consumer Defensive
INN,"Summit Hotel Properties, Inc. Common Stock",Real Estate
INR,"Infinity Natural Resources, Inc. Class A Common Stock",Energy
INSP,"Inspire Medical Systems, Inc. Common Stock",Healthcare
INSW,"International Seaways, Inc. Common Stock ",Energy
INVH,Invitation Homes Inc. Common Stock,Real Estate
INVX,"Innovex International, Inc. Common Stock",Energy
IONQ,"IonQ, Inc. Common Stock",Technology
IOT,Samsara Inc. Class A Common Stock,Technology
IP,International Paper Company Common Stock,Consumer Cyclical
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificates Series 2003",Unknown
IPG,"Interpublic Group of Companies, Inc. (The) Common Stock",Communication Services
IPI,"Intrepid Potash, Inc Common Stock",Basic Materials
IQI,Invesco Quality Municipal Income Trust Common Stock,Financial Services
IQV,"IQVIA Holdings, Inc. Common Stock",Healthcare
IR,Ingersoll Rand Inc. Common Stock,Industrials
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Real Estate
IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),Real Estate
IRT,"Independence Realty Trust, Inc. Common Stock",Real Estate
ISD,"PGIM High Yield Bond Fund, Inc.",Financial Services
IT,"Gartner, Inc. Common Stock",Technology
ITGR,Integer Holdings Corporation Common Stock,Healthcare
ITT,ITT Inc. Common Stock ,Industrials
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Financial Services
ITW,Illinois Tool Works Inc. Common Stock,Industrials
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,Real Estate
IVT,InvenTrust Properties Corp. Common Stock,Real Estate
IVZ,Invesco Ltd Common Stock,Financial Services
IX,ORIX Corporation American Depositary Shares,Financial Services
J,Jacobs Solutions Inc. Common Stock,Industrials
JACS,Jackson Acquisition Company II Class A Ordinary Shares,Financial Services
JBGS,JBG SMITH Properties Common Shares ,Real Estate
JBI,"Janus International Group, Inc. Common Stock",Industrials
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,Unknown
JBL,Jabil Inc. Common Stock,Technology
JBND,J.P. Morgan Exchange,Unknown
JBTM,JBT Marel Corporation Common Stock,Industrials
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,Financial Services
JCI,Johnson Controls International plc Ordinary Share,Industrials
JEF,Jefferies Financial Group Inc. Common Stock,Financial Services
JELD,JELD,Industrials
JEQ,"abrdn Japan Equity Fund, Inc. Common Stock",Financial Services
JFR,Nuveen Floating Rate Income Fund Common Stock,Financial Services
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,Financial Services
JHG,Janus Henderson Group plc Ordinary Shares,Financial Services
JHI,John Hancock Investors Trust Common Stock,Financial Services
JHS,John Hancock Income Securities Trust Common Stock,Financial Services
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Basic Materials
JILL,"J. Jill, Inc. Common Stock",Consumer Cyclical
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),Technology
JLL,Jones Lang LaSalle Incorporated Common Stock,Real Estate
JLS,Nuveen Mortgage and Income Fund,Financial Services
JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",Consumer Cyclical
JMM,Nuveen Multi,Financial Services
JNJ,Johnson & Johnson Common Stock,Healthcare
JNPR,"Juniper Networks, Inc. Common Stock",Technology
JOBY,"Joby Aviation, Inc. Common Stock",Industrials
JOE,St. Joe Company (The) Common Stock,Real Estate
JOF,Japan Smaller Capitalization Fund Inc Common Stock,Financial Services
JPC,Nuveen Preferred & Income Opportunities Fund,Financial Services
JPI,Nuveen Preferred Securities & Income Opportunities Fund Common Shares,Financial Services
JPM,JP Morgan Chase & Co. Common Stock,Financial Services
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,Financial Services
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,Financial Services
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,Financial Services
JXN,Jackson Financial Inc. Class A Common Stock ,Financial Services
K,Kellanova Common Stock,Consumer Defensive
KAI,Kadant Inc Common Stock,Industrials
KAR,"OPENLANE, Inc. Common Stock",Consumer Cyclical
KB,KB Financial Group Inc,Financial Services
KBDC,"Kayne Anderson BDC, Inc. Common Stock",Financial Services
KBH,KB Home Common Stock,Consumer Cyclical
KBR,"KBR, Inc. Common Stock",Industrials
KD,"Kyndryl Holdings, Inc. Common Stock",Technology
KEN,Kenon Holdings Ltd. Ordinary Shares,Utilities
KEP,Korea Electric Power Corporation Common Stock,Utilities
KEX,Kirby Corporation Common Stock,Industrials
KEY,KeyCorp Common Stock,Financial Services
KEYS,Keysight Technologies Inc. Common Stock,Technology
KF,"Korea Fund, Inc. (The) New Common Stock",Financial Services
KFRC,"Kforce, Inc. Common Stock",Industrials
KFS,"Kingsway Financial Services, Inc. Common Stock (DE)",Consumer Cyclical
KFY,Korn Ferry Common Stock,Industrials
KGC,Kinross Gold Corporation Common Stock,Basic Materials
KGS,"Kodiak Gas Services, Inc. Common Stock",Energy
KIM,Kimco Realty Corporation (HC) Common Stock,Real Estate
KIND,"Nextdoor Holdings, Inc. Class A Common Stock",Communication Services
KIO,KKR Income Opportunities Fund Common Shares,Financial Services
KKR,KKR & Co. Inc. Common Stock,Financial Services
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,Unknown
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,Unknown
KLC,"KinderCare Learning Companies, Inc. Common Stock",Consumer Defensive
KLG,WK Kellogg Co Common Stock,Consumer Defensive
KMI,"Kinder Morgan, Inc. Common Stock",Energy
KMPB,Kemper Corporation 5.875% Fixed,Unknown
KMPR,Kemper Corporation,Financial Services
KMT,Kennametal Inc. Common Stock,Industrials
KMX,CarMax Inc,Consumer Cyclical
KN,Knowles Corporation Common Stock,Technology
KNF,Knife Riv Holding Co. Common Stock,Basic Materials
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,Energy
KNSL,"Kinsale Capital Group, Inc. Common Stock",Financial Services
KNTK,Kinetik Holdings Inc. Class A Common Stock,Energy
KNX,Knight,Industrials
KO,Coca,Consumer Defensive
KODK,Eastman Kodak Company Common New,Industrials
KOF,"Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",Consumer Defensive
KOP,Koppers Holdings Inc. Common Stock,Basic Materials
KORE,"KORE Group Holdings, Inc. Common Stock",Communication Services
KOS,Kosmos Energy Ltd. Common Shares (DE),Energy
KR,Kroger Company (The) Common Stock,Consumer Defensive
KRC,Kilroy Realty Corporation Common Stock,Real Estate
KREF,KKR Real Estate Finance Trust Inc. Common Stock,Real Estate
KRG,Kite Realty Group Trust Common Stock,Real Estate
KRMN,Karman Holdings Inc. Common Stock,Industrials
KRO,Kronos Worldwide Inc Common Stock,Basic Materials
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,Energy
KSS,Kohl's Corporation Common Stock,Consumer Cyclical
KT,KT Corporation Common Stock,Communication Services
KTB,"Kontoor Brands, Inc. Common Stock ",Consumer Cyclical
KTF,DWS Municipal Income Trust,Financial Services
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Unknown
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),Unknown
KUKE,Kuke Music Holding Limited American Depositary Shares (each representing ten (10) Class A Ordinary Shares),Communication Services
KVUE,Kenvue Inc. Common Stock,Consumer Defensive
KVYO,"Klaviyo, Inc. Series A Common Stock",Technology
KW,Kennedy,Real Estate
KWR,Quaker Houghton Common Stock,Basic Materials
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",Financial Services
L,Loews Corporation Common Stock,Financial Services
LAC,Lithium Americas Corp. Common Shares,Basic Materials
LAD,"Lithia Motors, Inc. Common Stock",Consumer Cyclical
LADR,Ladder Capital Corp Class A Common Stock,Real Estate
LANV,Lanvin Group Holdings Limited Ordinary Shares,Consumer Cyclical
LAR,Lithium Argentina AG Common Shares,Basic Materials
LAW,"CS Disco, Inc. Common Stock",Technology
LAZ,"Lazard, Inc. Common Stock",Financial Services
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,Energy
LBRT,Liberty Energy Inc. Class A common stock,Energy
LC,LendingClub Corporation Common Stock,Financial Services
LCII,LCI Industries,Consumer Cyclical
LDI,"loanDepot, Inc. Class A Common Stock",Financial Services
LDOS,"Leidos Holdings, Inc. Common Stock",Technology
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",Financial Services
LEA,Lear Corporation Common Stock,Consumer Cyclical
LEG,"Leggett & Platt, Incorporated Common Stock",Consumer Cyclical
LEN,Lennar Corporation Class A Common Stock,Consumer Cyclical
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",Financial Services
LEVI,Levi Strauss & Co Class A Common Stock,Consumer Cyclical
LFT,"Lument Finance Trust, Inc. Common Stock",Real Estate
LGI,Lazard Global Total Return and Income Fund Common Stock,Financial Services
LH,Labcorp Holdings Inc. Common Stock,Healthcare
LHX,"L3Harris Technologies, Inc. Common Stock",Industrials
LII,"Lennox International, Inc. Common Stock",Industrials
LION,Lionsgate Studios Corp Common Shares,Unknown
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",Consumer Cyclical
LLY,Eli Lilly and Company Common Stock,Healthcare
LMND,"Lemonade, Inc. Common Stock",Financial Services
LMT,Lockheed Martin Corporation Common Stock,Industrials
LNC,Lincoln National Corporation Common Stock,Financial Services
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Consumer Defensive
LNG,"Cheniere Energy, Inc. Common Stock",Energy
LNN,Lindsay Corporation Common Stock,Industrials
LOAR,Loar Holdings Inc. Common Stock,Industrials
LOB,"Live Oak Bancshares, Inc. Common Stock",Financial Services
LOCL,Local Bounti Corporation Common Stock,Consumer Defensive
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Basic Materials
LOW,"Lowe's Companies, Inc. Common Stock",Consumer Cyclical
LPG,Dorian LPG Ltd. Common Stock,Energy
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",Technology
LPX,Louisiana,Industrials
LRN,"Stride, Inc. Common Stock",Consumer Defensive
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Technology
LTC,"LTC Properties, Inc. Common Stock",Real Estate
LTH,"Life Time Group Holdings, Inc. Common Stock",Consumer Cyclical
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",Industrials
LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",Financial Services
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,Consumer Cyclical
LUMN,"Lumen Technologies, Inc. Common Stock",Communication Services
LUV,Southwest Airlines Company Common Stock,Industrials
LUXE,"LuxExperience B.V. American Depositary Shares, each representing one Ordinary Share",Consumer Cyclical
LVS,Las Vegas Sands Corp. Common Stock,Consumer Cyclical
LVWR,"LiveWire Group, Inc. Common Stock",Consumer Cyclical
LW,"Lamb Weston Holdings, Inc. Common Stock ",Consumer Defensive
LXFR,Luxfer Holdings PLC Ordinary Shares,Industrials
LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate
LXU,"LSB Industries, Inc. Common Stock",Basic Materials
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Basic Materials
LYG,Lloyds Banking Group Plc American Depositary Shares,Financial Services
LYV,"Live Nation Entertainment, Inc. Common Stock",Communication Services
LZB,La,Consumer Cyclical
LZM,Lifezone Metals Limited Ordinary Shares,Basic Materials
M,Macy's Inc Common Stock,Consumer Cyclical
MA,Mastercard Incorporated Common Stock,Financial Services
MAA,Mid,Real Estate
MAC,Macerich Company (The) Common Stock,Real Estate
MAGN,Magnera Corporation Common Stock,Basic Materials
MAIN,Main Street Capital Corporation Common Stock,Financial Services
MAN,ManpowerGroup Common Stock,Industrials
MANU,Manchester United Ltd. Class A Ordinary Shares,Communication Services
MAS,Masco Corporation Common Stock,Industrials
MATV,"Mativ Holdings, Inc. Common Stock",Basic Materials
MATX,"Matson, Inc. Common Stock",Industrials
MAV,"Pioneer Municipal High Income Advantage Fund, Inc.",Financial Services
MAX,"MediaAlpha, Inc. Class A Common Stock",Communication Services
MBC,"MasterBrand, Inc. Common Stock",Consumer Cyclical
MBI,MBIA Inc. Common Stock,Financial Services
MC,Moelis & Company Class A Common Stock,Financial Services
